Sm.BR_PdV.0447.1	-16.752778	-41.503889
Sm.BR_PdV.1039.1	-16.752778	-41.503889
Sm.BR_PdV.1079.1	-16.752778	-41.503889
Sm.BR_PdV.1094.1	-16.752778	-41.503889
Sm.BR_PdV.1103.1	-16.752778	-41.503889
Sm.BR_PdV.1127.1	-16.752778	-41.503889
Sm.BR_PdV.1278.1	-16.752778	-41.503889
Sm.BR_PdV.1340.1	-16.752778	-41.503889
Sm.BR_PdV.1340.2	-16.752778	-41.503889
Sm.BR_PdV.1371.1	-16.752778	-41.503889
Sm.BR_PdV.1404.1	-16.752778	-41.503889
Sm.BR_PdV.1409.1	-16.752778	-41.503889
Sm.BR_PdV.1418.1	-16.752778	-41.503889
Sm.BR_PdV.1475.1	-16.752778	-41.503889
Sm.BR_PdV.1489.1	-16.752778	-41.503889
Sm.BR_PdV.2039.1	-16.752778	-41.503889
Sm.BR_PdV.2039.2	-16.752778	-41.503889
Sm.BR_PdV.2072.1	-16.752778	-41.503889
Sm.BR_PdV.2074.1	-16.752778	-41.503889
Sm.BR_PdV.2076.1	-16.752778	-41.503889
Sm.BR_PdV.2133.1	-16.752778	-41.503889
Sm.BR_PdV.2147.1	-16.752778	-41.503889
Sm.BR_PdV.2189.1	-16.752778	-41.503889
Sm.BR_PdV.2196.2	-16.752778	-41.503889
Sm.BR_PdV.2225.1	-16.752778	-41.503889
Sm.BR_PdV.2227.1	-16.752778	-41.503889
Sm.BR_PdV.2265.1	-16.752778	-41.503889
Sm.BR_PdV.2290.1	-16.752778	-41.503889
Sm.BR_PdV.2300.1	-16.752778	-41.503889
Sm.BR_PdV.2334.1	-16.752778	-41.503889
Sm.BR_PdV.2368.1	-16.752778	-41.503889
Sm.BR_PdV.2406.1	-16.752778	-41.503889
Sm.BR_PdV.2422.1	-16.752778	-41.503889
Sm.BR_PdV.2450.1	-16.752778	-41.503889
Sm.BR_PdV.2456.1	-16.752778	-41.503889
Sm.BR_PdV.2481.1	-16.752778	-41.503889
Sm.BR_PdV.2489.1	-16.752778	-41.503889
Sm.BR_PdV.2508.1	-16.752778	-41.503889
Sm.BR_PdV.2516.2	-16.752778	-41.503889
Sm.BR_PdV.2530.1	-16.752778	-41.503889
Sm.BR_PdV.2538.1	-16.752778	-41.503889
Sm.BR_PdV.2546.1	-16.752778	-41.503889
Sm.BR_PdV.2556.1	-16.752778	-41.503889
Sm.BR_PdV.2577.1	-16.752778	-41.503889
Sm.BR_PdV.4293.2	-16.752778	-41.503889
Sm.NE_Di158.1	14.31376	1.299648
Sm.NE_Di186.1	14.31376	1.299648
Sm.NE_Di238.1	14.31376	1.299648
Sm.NE_Di297.1	14.31376	1.299648
Sm.NE_Di297.2	14.31376	1.299648
Sm.NE_Di68.2	14.31376	1.299648
Sm.NE_Na376.2	14.3554	1.2627
Sm.NE_Na381.1	14.3554	1.2627
Sm.NE_Na39.1	14.3554	1.2627
Sm.NE_Na40.1	14.3554	1.2627
Sm.SN_Nd103.1	15.083333	-16.566667
Sm.SN_Nd109.1	15.083333	-16.566667
Sm.SN_Nd114.1	15.083333	-16.566667
Sm.SN_Nd115.1	15.083333	-16.566667
Sm.SN_Nd18.1	15.083333	-16.566667
Sm.SN_Nd22.1	15.083333	-16.566667
Sm.SN_Nd24.1	15.083333	-16.566667
Sm.SN_Nd25.1	15.083333	-16.566667
Sm.SN_Nd34.1	15.083333	-16.566667
Sm.SN_Nd43.1	15.083333	-16.566667
Sm.SN_Nd47.1	15.083333	-16.566667
Sm.SN_Nd5.1	15.083333	-16.566667
Sm.SN_Nd5.2	15.083333	-16.566667
Sm.SN_Nd50.1	15.083333	-16.566667
Sm.SN_Nd54.1	15.083333	-16.566667
Sm.SN_Nd56.1	15.083333	-16.566667
Sm.SN_Nd77.1	15.083333	-16.566667
Sm.SN_Nd79.1	15.083333	-16.566667
Sm.SN_Nd9.1	15.083333	-16.566667
Sm.SN_Nd90.1	15.083333	-16.566667
Sm.SN_Te26.1	16.389444	-15.728889
Sm.SN_Te3.1	16.389444	-15.728889
Sm.SN_Te49.1	16.389444	-15.728889
Sm.SN_Te55.1	16.389444	-15.728889
Sm.SN_Te68.1	16.389444	-15.728889
Sm.TZ_009.1.1	-2.70955	32.89879
Sm.TZ_009.10.1	-2.70955	32.89879
Sm.TZ_009.2.2	-2.70955	32.89879
Sm.TZ_009.3.1	-2.70955	32.89879
Sm.TZ_009.4.2	-2.70955	32.89879
Sm.TZ_009.5.2	-2.70955	32.89879
Sm.TZ_009.6.1	-2.70955	32.89879
Sm.TZ_009.7.1	-2.70955	32.89879
Sm.TZ_009.8.2	-2.70955	32.89879
Sm.TZ_009.9.1	-2.70955	32.89879
Sm.TZ_055.1.3	-2.31845	33.64372
Sm.TZ_055.10.1	-2.31845	33.64372
Sm.TZ_055.2.1	-2.31845	33.64372
Sm.TZ_055.3.2	-2.31845	33.64372
Sm.TZ_055.5.1	-2.31845	33.64372
Sm.TZ_055.6.1	-2.31845	33.64372
Sm.TZ_055.7.1	-2.31845	33.64372
Sm.TZ_055.8.1	-2.31845	33.64372
Sm.TZ_074N.1.2	-2.55731	32.54214
Sm.TZ_074N.10.2	-2.55731	32.54214
Sm.TZ_074N.2.2	-2.55731	32.54214
Sm.TZ_074N.3.2	-2.55731	32.54214
Sm.TZ_074N.4.1	-2.55731	32.54214
Sm.TZ_074N.6.3	-2.55731	32.54214
Sm.TZ_074N.7.2	-2.55731	32.54214
Sm.TZ_074N.8.1	-2.55731	32.54214
Sm.TZ_074N.9.1	-2.55731	32.54214
Sm.TZ_077.2.1	-2.50537937	32.67316932
Sm.TZ_077.3.1	-2.50537937	32.67316932
Sm.TZ_077.4.2	-2.50537937	32.67316932
Sm.TZ_077.5.1	-2.50537937	32.67316932
Sm.TZ_077.6.1	-2.50537937	32.67316932
Sm.TZ_077.7.3	-2.50537937	32.67316932
Sm.TZ_077.8.1	-2.50537937	32.67316932
Sm.TZ_077.9.2	-2.50537937	32.67316932
Sm.TZ_086.1.1	-2.61916	32.8733
Sm.TZ_086.2.3	-2.61916	32.8733
Sm.TZ_086.3.1	-2.61916	32.8733
Sm.TZ_086.4.2	-2.61916	32.8733
Sm.TZ_086.5.1	-2.61916	32.8733
Sm.TZ_086.6.1	-2.61916	32.8733
Sm.TZ_086.7.1	-2.61916	32.8733
Sm.TZ_086.8.1	-2.61916	32.8733
Sm.TZ_134.1.1	-2.69974	31.85495
Sm.TZ_134.2.2	-2.69974	31.85495
Sm.TZ_134.4.1	-2.69974	31.85495
Sm.TZ_134.5.1	-2.69974	31.85495
Sm.TZ_134.6.1	-2.69974	31.85495
Sm.TZ_141.1.1	-2.39005	33.09819
Sm.TZ_141.3.1	-2.39005	33.09819
Sm.TZ_141.4.2	-2.39005	33.09819
Sm.TZ_141.5.3	-2.39005	33.09819
Sm.TZ_141.6.1	-2.39005	33.09819
Sm.TZ_141.7.1	-2.39005	33.09819
Sm.TZ_141.8.1	-2.39005	33.09819
